URL,SIZE (BYTES),NO OF OUTLINKS,CONTENT-TYPE
https://www.dailymail.co.uk/news/article-6709801/French-national-assembly-votes-remove-words-mother-father-school-forms.html?ico=amp-comments-addcomment,523900,967,text/html
https://www.dailymail.co.uk/news/article-6328349/Crew-shooting-cop-brutality-scene-Eric-Garner-died-halts-production.html,535098,964,text/html
https://www.dailymail.co.uk/news/article-6700339/Vladimir-Putin-skis-Russias-slopes-leader-Belarus.html,180430,188,text/html
https://www.dailymail.co.uk/news/article-5360851/North-Korea-slams-Olympic-protest-spasm-psychopaths.html,568340,1019,text/html
https://www.dailymail.co.uk/news/article-6233049/amp/Palm-experts-blind-reading-regal-hands-uncanny-spot-royal-family-waves.html,293221,758,text/html
https://www.dailymail.co.uk/news/article-5934051/Woman-suffers-injuries-brutally-assaulted-man-public-bathroom.html,517179,963,text/html
https://www.dailymail.co.uk/news/article-5943185/Fan-frenzy-reaches-crescendo-ahead-Englands-World-Cup-kick-off.html,478751,370,text/html
https://www.dailymail.co.uk/news/article-6703239/Russia-Turkey-Iran-hold-Syria-summit.html,531357,965,text/html
https://www.dailymail.co.uk/news/article-5285655/Dreamgirls-Anika-Noni-Rose-sex-assaulted-plane.html,558197,1012,text/html
https://www.dailymail.co.uk/news/article-6328759/amp/Four-cops-facing-jail-causing-American-womans-death-Turkish-airport.html,279960,763,text/html
https://www.dailymail.co.uk/news/article-6281505/amp/Prince-William-meets-British-divers-helped-rescue-12-boys-Thai-cave.html,286089,773,text/html
https://www.dailymail.co.uk/news/article-6077911/Skydivers-Adelaide-use-busy-highway-landing-strip-jump-went-wrong.html,526704,964,text/html
https://www.dailymail.co.uk/news/article-6578297/Dog-owners-UK-told-alert-painful-illness-causes-vomiting-diarrhea.html,521984,963,text/html
https://www.dailymail.co.uk/news/article-5361933/Will-Winter-Olympics-COLD-spectators.html,576592,1020,text/html
https://www.dailymail.co.uk/news/article-6716789/amp/Ex-Italian-Olympic-rower-took-two-skirt-snaps-fined-1-800.html,281671,764,text/html
https://www.dailymail.co.uk/news/article-5331047/amp/Nigerian-man-punched-bound-Emirates-flight-Chicago.html,284175,765,text/html
https://www.dailymail.co.uk/news/article-6705785/Hunt-Shackleton-s-lost-ship-abandoned-submersible-trapped-ice.html?ico=amp-comments-viewall,538719,969,text/html
https://www.dailymail.co.uk/news/article-5584295/Adelaide-grandfather-lashes-man-murdered-partner-two-children-5-6.html,525511,966,text/html
https://www.dailymail.co.uk/news/article-6716789/amp/Ex-Italian-Olympic-rower-took-two-skirt-snaps-fined-1-800.html?ico=amp_articleRelated,281671,764,text/html
https://www.dailymail.co.uk/news/article-6280773/Beaming-Doria-Ragland-spotted-Los-Angeles.html,561215,993,text/html
https://www.dailymail.co.uk/news/article-5239967/Airliner-makes-emergency-landing-NYCs-Kennedy-airport.html,552774,1009,text/html
https://www.dailymail.co.uk/news/prince_charles/index.html,497811,647,text/html
https://www.dailymail.co.uk/news/article-5361875/Steven-Bradbury-reveals-Olympic-medal-regret.html,561688,1010,text/html
https://www.dailymail.co.uk/news/article-5965055/amp/Instagram-bikie-Ben-Geppert-announces-release-jail-FOUL-comment.html,275133,763,text/html
https://www.dailymail.co.uk/news/article-6154327/Woman-discovers-half-torn-lottery-ticket-destined-bin-worth-100-000.html,520483,962,text/html
https://www.dailymail.co.uk/news/article-5325707/Instagram-fitness-model-Jen-Selter-speaks-out.html,565900,1021,text/html
https://www.dailymail.co.uk/news/article-6280697/Pregnant-Meghan-says-Harry-wait-parents.html,669431,410,text/html
https://www.dailymail.co.uk/news/article-3165864/Think-George-little-monkey-WORSE-Wills-pictures-little-terror-prince-taking-naughty-daddy.html,600641,1037,text/html
https://www.dailymail.co.uk/news/article-5361583/amp/Terrifying-Nigerian-women-fight-fear-make-Olympic-bobsleigh-history.html,304418,764,text/html
https://www.dailymail.co.uk/news/article-6085085/Adelaide-man-left-homeless-discovering-house-contaminated-methamphetamine-residue.html,529646,965,text/html
https://www.dailymail.co.uk/news/article-6573041/Pregnant-mums-500-grant-help-new-baby-costs.html,522493,963,text/html
https://www.dailymail.co.uk/news/article-6280059/Meghan-hide-delight-meets-sweet-koalas-named-husband-Harry.html,209323,204,text/html
https://www.dailymail.co.uk/news/article-6643767/amp/Briton-hunts-Shackletons-ship-Antarctica-century-explorers-doomed-expedition.html?ico=amp_articleRelated,288032,763,text/html
https://www.dailymail.co.uk/news/article-5966675/Teenagers-arrested-school-massacre-plot-planned-trap-students-explosives.html,520102,961,text/html
https://www.dailymail.co.uk/news/article-3801065/It-s-HIGH-noceros-Rare-black-rhino-drugged-flown-breeding-site-bid-save-population.html,199119,222,text/html
https://www.dailymail.co.uk/news/article-6705785/Hunt-Shackleton-s-lost-ship-abandoned-submersible-trapped-ice.html?ico=amp-comments-addcomment,538719,969,text/html
https://www.dailymail.co.uk/news/article-5805847/Allaina-Vader-defends-Ben-Gepperts-KFC-car-park-brawl.html,531711,965,text/html
https://www.dailymail.co.uk/news/article-6719547/Pedestrian-62-dies-hit-Sydney-bus-crossing-road-citys-east.html,523771,962,text/html
https://www.dailymail.co.uk/news/article-5967111/amp/Royal-Family-nicknames-Kate-Middleton-Meghan-Markle-Queen-revealed.html,271752,771,text/html
https://www.dailymail.co.uk/news/article-5956189/Young-reveller-fighting-life-late-night-brawl-leaves-head-injuries.html,516511,961,text/html
https://www.dailymail.co.uk/news/article-6279257/Meghan-Harry-step-official-engagement-Australia-tour.html,287097,233,text/html
https://www.dailymail.co.uk/news/article-6719789/amp/Tattooed-thug-Tony-Taouk-filmed-speeding-western-Sydney.html,277165,764,text/html
https://www.dailymail.co.uk/news/article-3801337/amp/BMWow-Turkish-engineers-build-remote-controlled-TRANSFORMER-Beamer-switches-giant-robot-arms-legs.html,275172,764,text/html
https://www.dailymail.co.uk/news/article-6576871/Why-baby-waking-night-actually-good-thing.html,534699,905,text/html
https://www.dailymail.co.uk/news/article-6460445/Amanda-Knox-gets-holiday-spirit-goes-tree-shopping-fiance.html,529152,965,text/html
https://www.dailymail.co.uk/news/article-6625575/Frightening-never-seen-sea-creatures-emerging-beneath-Antarcticas-waters.html,525210,965,text/html
https://www.dailymail.co.uk/news/article-6652595/UK-Weather-Employers-told-not-force-staff-work-freezing-temperatures.html,525779,962,text/html
https://www.dailymail.co.uk/news/article-3801139/Trump-backs-use-controversial-stop-frisk-policy-employed-New-York-City-crime-crackdown.html,563155,1009,text/html
https://www.dailymail.co.uk/news/article-5418329/Who-Doria-Radlan-Meghan-Markles-mother-revealed.html,529007,977,text/html
https://www.dailymail.co.uk/news/article-6718823/Michael-Frank-Amantes-relief-rape-charges-against-Dreamgirls-strip-baron-dropped.html,532120,966,text/html
https://www.dailymail.co.uk/news/article-3800243/Stunt-pilot-nearly-decapitated-runway-wing-plane-taking-slices-cockpit-roof.html,566746,1018,text/html
https://www.dailymail.co.uk/news/article-6192645/Adelaide-father-charged-false-claim-contaminated-strawberry.html,542469,969,text/html
https://www.dailymail.co.uk/news/article-6627195/UK-Weather-cold-does-not-work-school.html,530911,968,text/html
https://www.dailymail.co.uk/news/article-6631207/Japan-says-resume-commercial-whaling-time-30-years-immediate-effect.html,528152,964,text/html
https://www.dailymail.co.uk/news/article-6465541/amp/Police-say-sexual-motive-murder-Florida-tourist.html,287630,764,text/html
https://www.dailymail.co.uk/news/article-6147747/Meghan-Markles-mother-sets-tongues-wagging-taking-baby-care-classes-US.html,530804,967,text/html
https://www.dailymail.co.uk/news/article-6282525/The-West-WONT-break-ties-Saudi-Arabia-Jamal-Khashoggi-Middle-East-expert-says.html,548835,967,text/html
https://www.dailymail.co.uk/news/article-6683915/amp/Russian-authorities-make-deal-Google.html,269730,758,text/html
https://www.dailymail.co.uk/news/article-6710691/Boohoo-bans-wool-cruel-animals-campaigners-say-harm-sheep.html,527821,963,text/html
https://www.dailymail.co.uk/news/scotland/index.html,488801,648,text/html
https://www.dailymail.co.uk/news/article-6643767/amp/Briton-hunts-Shackletons-ship-Antarctica-century-explorers-doomed-expedition.html,288032,763,text/html
https://www.dailymail.co.uk/news/article-6460063/Driver-sent-Hitler-text-mom-deadly-Charlottesville-rally.html,540662,967,text/html
https://www.dailymail.co.uk/news/article-5747477/En-route-Prince-Harry-leaves-Coworth-Park-hotel-royal-Wedding.html,901378,615,text/html
https://www.dailymail.co.uk/news/article-6052275/Five-year-old-Ava-Melbourne-diagnosed-Neuroblastoma.html,528122,969,text/html
https://www.dailymail.co.uk/news/article-6283339/Trump-says-spoke-Saudi-crown-prince-totally-denied-knowledge-Khashoggi-disapperance.html,585056,985,text/html
https://www.dailymail.co.uk/news/article-6465125/amp/Airbnb-removes-Costa-Rica-listing-Florida-woman-killed-celebrating-birthday.html,285921,764,text/html
https://www.dailymail.co.uk/news/article-5660619/Kate-Middleton-Royal-Familys-names-revealed-ahead-Royal-Baby-announcement.html,547563,1032,text/html
https://www.dailymail.co.uk/news/article-6460887/Video-Chris-Watts-placed-arrest-murder-wife-two-daughters.html,548711,966,text/html
https://www.dailymail.co.uk/news/article-6675493/amp/NBA-NY-Knicks-retain-spot-valuable-NBA-team-Forbes.html,283962,766,text/html
https://www.dailymail.co.uk/news/prince_george/index.html,691018,1112,text/html
https://www.dailymail.co.uk/news/article-6463339/amp/Father-IDs-body-Florida-woman-slain-Costa-Rica.html,283481,764,text/html
https://www.dailymail.co.uk/news/article-5266825/Jihadi-fundraiser-faces-years-jail-sting.html,549536,1005,text/html
https://www.dailymail.co.uk/news/article-6054625/amp/Gold-Coast-mother-three-diagnosed-pineal-cystic-tumour.html,278984,769,text/html
https://www.dailymail.co.uk/news/article-5753075/When-Royal-Wedding-Princess-Eugenie-Jack-Brooksbanks-wedding-revealed.html,542326,1013,text/html
https://www.dailymail.co.uk/news/article-5095569/amp/Schoolies-teenagers-looking-worse-wear-night-one.html,297916,759,text/html
https://www.dailymail.co.uk/news/princess_charlotte/index.html,499738,647,text/html
https://www.dailymail.co.uk/news/article-6155329/amp/Why-Meghan-Markle-Prince-Harrys-kids-wont-surname-George-Charlotte-Louis.html,272419,774,text/html
https://www.dailymail.co.uk/news/article-6180011/Malnourished-lion-spotted-having-seizure-floor-enclosure-Philippines-zoo.html,526868,960,text/html
https://www.dailymail.co.uk/news/article-5270483/amp/Abducted-Chibok-girls-say-wont-return-Boko-Haram-video.html,276915,765,text/html
https://www.dailymail.co.uk/news/article-6582675/Knicks-center-Enes-Kanter-misses-practice-illness-gorging-himself.html,543339,968,text/html
https://www.dailymail.co.uk/news/article-6268881/Duke-Edinburgh-accompanies-Queen-Eugenies-royal-wedding.html,543815,975,text/html
https://www.dailymail.co.uk/news/article-6724519/amp/Pay-gap-WIDENS-hundreds-companies-including-Kwik-Fit-NPower-Virgin-Atlantic-one-year.html,278540,764,text/html
https://www.dailymail.co.uk/news/article-6050453/Mother-died-hidden-tumour-just-three-months-seeing-doctor.html,531016,962,text/html
https://www.dailymail.co.uk/news/article-6414015/RBS-customer-4-300-stolen-phone-scammer-posed-got-security-question-WRONG.html,531845,965,text/html
https://www.dailymail.co.uk/news/article-6184181/amp/Green-tree-python-named-Toothless-receives-braces-accidentally-swallowing-lower-jaw-bone.html,275467,767,text/html
https://www.dailymail.co.uk/news/prince-louis/index.html,497339,647,text/html
https://www.dailymail.co.uk/news/article-5255855/Bodies-two-Brits-went-fight-ISIS-repatriated.html,568266,1018,text/html
https://www.dailymail.co.uk/news/article-6566773/Knicks-Kanter-accused-smear-campaign-against-Turkeys-Erdogan-ex-NBA-star-Turkoglu.html,552520,976,text/html
https://www.dailymail.co.uk/news/article-6180041/Terrifying-looking-shark-creeps-stunned-snorkelers-jaws-wide-open-Scottish-coast.html,173997,196,text/html
https://www.dailymail.co.uk/news/article-6416383/amp/Mother-praises-Prince-William-efforts-save-son-air-ambulance-pilot.html,284585,765,text/html
https://www.dailymail.co.uk/news/article-6711071/amp/Criminals-given-GPS-tracking-tags-bid-cut-short-term-prison-sentences.html,270796,763,text/html
https://www.dailymail.co.uk/news/article-6631519/amp/Mother-dated-Dan-Shearin-says-gut-instantly-told-creep.html,284269,763,text/html
https://www.dailymail.co.uk/news/article-6477709/Ex-Knick-Mark-Jacksons-basketball-card-reportedly-features-infamous-Menendez-brothers.html,531748,975,text/html
https://www.dailymail.co.uk/news/article-5262541/Palestinian-Islamist-admits-murder-Hamburg-attack.html,570463,1015,text/html
https://www.dailymail.co.uk/news/article-6414095/Welwyn-Garden-City-woman-Ellen-Danagher-fraud-family-21-000-lying-having-bowel-cancer.html,530632,963,text/html
https://www.dailymail.co.uk/news/article-6307363/amp/Florida-cop-NOT-disciplined-punching-14-year-old-girl-video-went-viral.html,284307,766,text/html
https://www.dailymail.co.uk/news/article-6269293/amp/Princess-Eugenies-Royal-Wedding-wasnt-Prince-Louis-ceremony.html,270492,770,text/html
https://www.dailymail.co.uk/news/article-6177949/Cat-knocks-power-7-500-people-New-Orleans.html,522565,961,text/html
https://www.dailymail.co.uk/news/article-6718045/Knicks-owner-James-Dolan-courting-offers-place-team-valued-4billion.html?ico=amp-comments-viewall,551401,973,text/html
https://www.dailymail.co.uk/news/article-6504583/amp/Knicks-owner-Dolan-willing-sell-franchise.html,295752,767,text/html
https://www.dailymail.co.uk/news/article-6545313/amp/Child-hurt-falling-rhino-exhibit-Florida-zoo.html,275915,765,text/html
https://www.dailymail.co.uk/news/article-6303527/Convicted-sex-offender-29-dies-high-speed-chase-cops.html,534917,969,text/html
https://www.dailymail.co.uk/news/article-6268487/Royals-aristocrats-arrive-Windsor-Castle-Princess-Eugenie-wed-Jack-Brooksbank.html,886800,592,text/html
https://www.dailymail.co.uk/news/article-5937553/The-Queen-trips-way-Westminster-Abbey-RAF-centenary-service.html,542984,983,text/html
https://www.dailymail.co.uk/news/article-6675493/amp/NBA-NY-Knicks-retain-spot-valuable-NBA-team-Forbes.html?ico=amp_articleRelated,283962,766,text/html
https://www.dailymail.co.uk/news/article-6110339/Disgruntled-ex-Knicks-fan-auctions-allegiance-eBay-3-450-supports-Lakers.html,539322,975,text/html
https://www.dailymail.co.uk/news/article-6277499/amp/Armed-police-swoop-Cologne-station-woman-taken-hostage-McDonalds.html,276884,763,text/html
https://www.dailymail.co.uk/news/article-6531259/Elephant-born-3-weeks-ago-zoo-dies-sudden-illness.html,515044,956,text/html
https://www.dailymail.co.uk/news/article-6531153/amp/Meghan-joins-royals-including-Kate-Boxing-Day-shooting-feast.html,311304,770,text/html
https://www.dailymail.co.uk/news/article-6468291/Utah-couple-charged-having-sex-14-year-old-girl-multiple-times.html,522119,961,text/html
https://www.dailymail.co.uk/news/article-6504583/amp/Knicks-owner-Dolan-willing-sell-franchise.html?ico=amp_articleRelated,295752,767,text/html
https://www.dailymail.co.uk/news/article-6529035/Meghans-given-low-curtseying.html,187627,190,text/html
https://www.dailymail.co.uk/news/article-5937227/amp/The-Queen-joined-Harry-Meghan-royals-arrive-RAF-service.html,449482,778,text/html
https://www.dailymail.co.uk/news/article-6718045/Knicks-owner-James-Dolan-courting-offers-place-team-valued-4billion.html?ico=amp-comments-addcomment,551401,973,text/html
https://www.dailymail.co.uk/news/article-6542827/Mother-two-daughters-share-home-small-zoo.html,531920,971,text/html
https://www.dailymail.co.uk/news/article-6468711/amp/Video-shows-perp-walk-security-guard-accused-murdering-Miami-woman-Costa-Rica-Airbnb.html,288973,763,text/html
https://www.dailymail.co.uk/news/article-6451005/Meghan-Markles-left-personal-assistant-tears.html,527970,968,text/html
https://www.dailymail.co.uk/news/article-6346133/amp/Drug-dealer-gave-Lyric-McHenry-fatal-dose-died-run-Florida.html,293947,766,text/html
https://www.dailymail.co.uk/news/article-6257375/Man-called-woman-stupid-WhatsApp-sentenced-two-months-jail-fined-4-000-UAE.html,527680,961,text/html
https://www.dailymail.co.uk/news/article-6452741/amp/Harry-Meghan-spend-Christmas-Sandringham-Wills-Kate.html,284405,766,text/html
https://www.dailymail.co.uk/news/article-6468015/Former-award-winning-Alabama-meteorologist-charged-domestic-violence.html,524050,963,text/html
https://www.dailymail.co.uk/news/article-6169005/Magic-Johnson-Samuel-L-Jackson-attend-Lyric-McHenrys-memorial-service.html,542269,970,text/html
https://www.dailymail.co.uk/news/article-6448913/Carole-Middleton-says-stopped-reading-stories-online.html,534112,964,text/html
https://www.dailymail.co.uk/news/article-6275877/Pregnant-reality-star-Lyric-McHenrys-ex-boyfriend-says-struggled-cocaine-dead-Bronx.html,541418,971,text/html
https://www.dailymail.co.uk/news/article-6460743/Meghan-Markle-focus-helping-women-developing-countries-charity-patronages.html,528218,967,text/html
https://www.dailymail.co.uk/news/article-5693503/Brett-Cowans-prisoner-attacker-charged-stabbing-incident-Queensland-jail.html,532014,967,text/html
https://www.dailymail.co.uk/news/article-6336165/Pregnant-reality-star-Lyric-McHenry-died-overdose-alcohol-heroin.html,541955,968,text/html
https://www.dailymail.co.uk/news/article-5937153/RAF-aircraft-thunder-Buckingham-Palace-today-flypast.html,184289,195,text/html
https://www.dailymail.co.uk/news/article-6087091/Toddler-battling-leukemia-swept-feet-doting-father-daddy-daughter-dance.html,533479,967,text/html
https://www.dailymail.co.uk/news/article-6174817/Stevie-Wonder-Samuel-L-Jackson-Magic-Johnson-pay-tribute-Lyric-McHenry-memorial-service.html,565059,978,text/html
https://www.dailymail.co.uk/news/article-6261443/amp/Passengers-help-screaming-man-kicked-plane-resists-deported-Somalia.html,278630,764,text/html
https://www.dailymail.co.uk/news/article-6460903/Michelle-Obama-shared-pregnancy-tips-Meghan.html,527354,968,text/html
https://www.dailymail.co.uk/news/article-6698531/Afghan-asylum-seeker-raped-university-student-luring-Gumtree-ad-BARKED-like-dog.html,528644,972,text/html
https://www.dailymail.co.uk/news/article-5937809/The-Queen-hails-Battle-Britain-pilots-RAF-centenary.html,267708,236,text/html
https://www.dailymail.co.uk/news/article-5934063/Parents-slam-bus-company-fails-tell-bus-services-not-running.html,527211,967,text/html
https://www.dailymail.co.uk/news/article-6246019/Why-doctor-whos-lived-UK-16-years-kicked-NHS-staff-crisis.html,528010,962,text/html
https://www.dailymail.co.uk/news/article-6093121/amp/Gold-coast-footballer-soccerball-sized-tumour-removed-chest-horror-cancer-bout.html,281736,768,text/html
https://www.dailymail.co.uk/news/article-6386451/amp/Prince-Charles-marks-70th-birthday-milestone-family-photograph.html,285750,759,text/html
https://www.dailymail.co.uk/news/article-5584769/amp/Gold-Coast-Candyman-looking-new-attractive-girlfriend-apply-now.html,284338,768,text/html
https://www.dailymail.co.uk/news/article-6707149/amp/Masked-illegal-Iranian-asylum-seeker-blasts-man-Terminator-2-style-rifle.html,278461,766,text/html
https://www.dailymail.co.uk/news/article-5956723/Coronial-inquest-solve-mystery-William-Tyrrells-disappearance.html,538643,965,text/html
https://www.dailymail.co.uk/news/article-5434711/Candy-Shop-Mansion-instagram-shut-content.html,531368,965,text/html
https://www.dailymail.co.uk/news/article-6443019/amp/White-liberals-dumb-speech-African-Americans-appear-competent.html,278215,765,text/html
https://www.dailymail.co.uk/news/article-6462263/amp/William-Kate-land-Cyprus-make-whirlwind-visit-RAF-base.html,381927,770,text/html
https://www.dailymail.co.uk/news/article-6130607/Muharram-2018-does-Islamic-New-Year-start-celebrated.html,534374,1001,text/html
https://www.dailymail.co.uk/news/article-6089805/Hospital-trust-apologises-inviting-late-wife-Sky-News-presenter-breast-cancer-screening.html,526796,966,text/html
https://www.dailymail.co.uk/news/article-5841163/Albinos-world-gather-International-Albinism-Awareness-Day.html,184952,195,text/html
https://www.dailymail.co.uk/news/article-6143069/amp/Brett-Cowan-target-attack-one-worst-prison-riots.html,284557,767,text/html
https://www.dailymail.co.uk/news/article-6316481/U-S-Latinos-72-percent-likely-victims-violence-new-communities.html,528858,967,text/html
https://www.dailymail.co.uk/news/article-5443429/Candyman-posts-sexist-image-just-Instagram-ban-over.html,535395,975,text/html
https://www.dailymail.co.uk/news/article-6212071/Saudi-Arabia-plans-build-Riviera-Middle-East.html,544982,973,text/html
https://www.dailymail.co.uk/news/article-6711143/Environment-Secretary-unveil-bottle-deposit-scheme-victory-Mails-war-plastic.html?ico=amp-comments-viewall,533207,961,text/html
https://www.dailymail.co.uk/news/article-6216363/amp/Cottage-owned-Prince-Harrys-grandfather-Bognor-Regis-goes-market.html,290253,766,text/html
https://www.dailymail.co.uk/news/article-6228423/Grand-Central-Terminal-saved-Jackie-Kennedy-marks-two-milestone-anniversaries.html,182469,179,text/html
https://www.dailymail.co.uk/news/article-5960823/Man-arrested-violent-robbery-heavily-pregnant-woman-Sydney-train-station.html,522725,965,text/html
https://www.dailymail.co.uk/news/article-6711143/Environment-Secretary-unveil-bottle-deposit-scheme-victory-Mails-war-plastic.html?ico=amp-comments-addcomment,533207,961,text/html
https://www.dailymail.co.uk/news/article-6702939/Jetstar-offers-escape-changing-seasons-199-flights-Hawaii.html,519155,961,text/html
https://www.dailymail.co.uk/news/article-5767165/amp/Racial-segregation-persists-U-S-housing-market-cities-prided-diversity.html,280140,766,text/html
https://www.dailymail.co.uk/news/article-6711071/amp/Criminals-given-GPS-tracking-tags-bid-cut-short-term-prison-sentences.html?ico=amp_articleRelated,270796,763,text/html
https://www.dailymail.co.uk/news/article-6210877/A-replica-Meghan-Markles-engagement-ring-sale-Royal-Collection-shop.html,544069,1004,text/html
https://www.dailymail.co.uk/news/article-6293737/amp/Turkish-worshippers-prayed-wrong-direction-Mosque-nearly-four-decades.html,276787,765,text/html
https://www.dailymail.co.uk/news/article-6188251/Meghan-plays-hostess-Kensington-Palace-cookbook-launch.html,294658,243,text/html
https://www.dailymail.co.uk/news/article-5937617/I-fell-floor-belly-Heavily-pregnant-woman-hurt-man-stole-handbag.html,526717,962,text/html
https://www.dailymail.co.uk/news/article-5968913/Woman-called-ambulance-homeless-man-left-outraged-chased-debt.html,526079,970,text/html
https://www.dailymail.co.uk/news/article-6231181/amp/German-soldiers-unseen-photos-reveal-sinister-snapshot-Nazi-invasion-Soviet-Union.html,316444,764,text/html
https://www.dailymail.co.uk/news/article-5757417/Mother-tells-guilt-nagging-daughter-Grenfell-flat-killed.html,557818,981,text/html
https://www.dailymail.co.uk/news/article-6710799/amp/Tourists-relax-surrounded-rubbish-washed-ashore-Balis-Kuta-beach.html,278973,765,text/html
https://www.dailymail.co.uk/news/article-6443019/amp/White-liberals-dumb-speech-African-Americans-appear-competent.html?ico=amp_articleRelated,278215,765,text/html
https://www.dailymail.co.uk/news/article-5767165/amp/Racial-segregation-persists-U-S-housing-market-cities-prided-diversity.html?ico=amp_articleRelated,280140,766,text/html
https://www.dailymail.co.uk/news/article-6156441/Two-small-earthquakes-3-3-2-7-magnitudes-rattle-parts-Oklahoma.html,521826,961,text/html
https://www.dailymail.co.uk/news/article-6034965/WWI-British-soldier-gave-German-captain-watch-saving-life-forming-unlikely-bond.html,162779,170,text/html
https://www.dailymail.co.uk/news/article-6230299/Tommy-statues-aligned-White-Cliffs-Dover.html,531861,962,text/html
https://www.dailymail.co.uk/news/article-5965683/amp/Homeowner-watches-phone-1000km-away-dimwitted-burglars.html,276826,766,text/html
https://www.dailymail.co.uk/news/article-6693679/Croatian-tourist-face-Sydney-court-female-passenger-indecently-assaulted.html,519417,962,text/html
https://www.dailymail.co.uk/news/article-6717905/How-projects-6-cities-working-end-poverty-plagued-African-American-communities-generations.html?ico=amp-comments-viewall,213512,196,text/html
https://www.dailymail.co.uk/news/article-5972865/Debt-collectors-demand-money-husband-calls-Ambulance-Victoria-paramedics-wife.html,534365,973,text/html
https://www.dailymail.co.uk/news/article-6038427/Half-18-24-year-olds-no-idea-World-War-started.html,520951,962,text/html
https://www.dailymail.co.uk/news/article-6158479/amp/Strong-5-2-earthquake-rocks-Turkish-tourist-destination-Antalya.html,271618,765,text/html
https://www.dailymail.co.uk/news/article-6506443/Police-release-911-calls-active-shooter-drill-Florida-high-school.html,529622,965,text/html
https://www.dailymail.co.uk/news/article-5960825/Footage-released-diabetic-Aboriginal-man-held-police-officers-died.html,533932,968,text/html
https://www.dailymail.co.uk/news/article-6226575/The-secret-British-mission-salvage-44-tonnes-gold-bars-worth-1-3billion-shipwreck.html,537756,968,text/html
https://www.dailymail.co.uk/news/article-5975281/amp/Stranger-helps-woman-engagement-ring-woman-lost-Gold-Coast.html,274709,767,text/html
https://www.dailymail.co.uk/news/article-6329767/amp/Trump-calls-Florida-Democratic-gubernatorial-candidate-thief.html,273495,760,text/html
https://www.dailymail.co.uk/news/article-6429867/amp/Where-child-lives-America-offers-predictions-rich-poor-incarcerated.html?ico=amp_articleRelated,310712,773,text/html
https://www.dailymail.co.uk/news/article-6218047/Welsh-Father-51-turned-human-fireball-son-20-fires-airgun-aerosol-can.html,530566,964,text/html
https://www.dailymail.co.uk/news/article-6507553/amp/Father-shoots-one-son-dead-save-another.html,273774,764,text/html
https://www.dailymail.co.uk/news/article-6717905/How-projects-6-cities-working-end-poverty-plagued-African-American-communities-generations.html?ico=amp-comments-addcomment,213512,196,text/html
https://www.dailymail.co.uk/news/article-5988969/Perth-residents-fed-slow-internet-set-rogue-commercial-network.html,525135,963,text/html
https://www.dailymail.co.uk/news/article-5937109/Good-Samaritan-handed-lost-wallet-landed-owner-court-police-MDMA.html,521227,960,text/html
https://www.dailymail.co.uk/news/article-6038445/amp/Prince-William-Theresa-attend-Battle-Amiens-centenary-commemorations.html,353095,764,text/html
https://www.dailymail.co.uk/news/article-6209447/Shocking-moment-teenagers-terrorise-homeless-man-knife-setting-belongings-alight.html,530345,962,text/html
https://www.dailymail.co.uk/news/article-6297833/amp/Video-shows-Florida-cop-repeatedly-punching-14-year-old-girl-pins-ground.html,287968,766,text/html
https://www.dailymail.co.uk/news/article-6042799/The-NBN-phone-scam-Australians-need-watch-for.html,527133,965,text/html
https://www.dailymail.co.uk/news/article-6343197/Mid-sized-cities-universities-large-employers-lead-nation-new-job-opportunities.html,153767,163,text/html
https://www.dailymail.co.uk/news/article-6624425/Killer-son-notorious-child-molester-Curtis-Dean-Anderson-dies-Sacramento-prison-aged-32.html,533151,974,text/html
https://www.dailymail.co.uk/news/article-6146745/Trump-officials-met-Venezuelan-officers-discuss-Maduro-coup.html,536270,962,text/html
https://www.dailymail.co.uk/news/article-6039019/How-nephew-lost-WWII-airman-formed-unlikely-bond-farmer-body.html,169863,174,text/html
https://www.dailymail.co.uk/news/article-6328825/Prosecutors-say-seek-death-penalty-synagogue-shooter.html,576836,982,text/html
https://www.dailymail.co.uk/news/article-6620837/White-cop-investigated-connection-death-Maryland-man-died-custody.html,536364,965,text/html
https://www.dailymail.co.uk/news/article-6335063/Americas-hidden-underclass-62-jobs-DONT-pay-support-middle-class-lifestyle.html,532223,970,text/html
https://www.dailymail.co.uk/news/article-6058561/amp/Gold-Coast-residents-receive-FREE-high-speed-internet-catch.html,272297,765,text/html
https://www.dailymail.co.uk/news/article-6295505/Dashcam-footage-shows-California-deputy-punch-drunk-motorist-face.html,536032,969,text/html
https://www.dailymail.co.uk/news/article-6328853/Seven-revellers-shot-California-nightclub-hosting-Halloween-party.html,537072,969,text/html
https://www.dailymail.co.uk/news/article-6626825/amp/Florida-bank-shooting-Police-refuse-rule-robbery-gone-wrong-five-shot-dead.html,304707,768,text/html
https://www.dailymail.co.uk/news/article-6480165/Megan-Markle-against-Trump-Putin-Jamal-Khashoggi-TIMEs-person-year.html,550092,976,text/html
https://www.dailymail.co.uk/news/article-6619221/Prince-William-says-nice-turn-tables-interviews-Sir-David-Attenborough.html,538270,970,text/html
https://www.dailymail.co.uk/news/article-6152381/Vigilantes-Brazilian-town-lynch-Venezuelan-immigrant-accused-stabbing-local-painter.html,527641,964,text/html
https://www.dailymail.co.uk/news/article-6346867/The-U-S-cities-Americans-likely-live-means.html,528159,966,text/html
